2413,begin,2004.0
1800,young,1924.0
1111,call,1922.0
911,friend,1914.0
1997,featur,1909.0
206,perfect,1902.0
1625,histori,1882.0
45,ca-nt,1867.0
2834,short,1865.0
7306,big,1854.0
996,quot,1841.0
2493,true,1832.0
3496,worth,1829.0
1182,move,1805.0
1064,fun,1777.0
312,american,1776.0
1048,famili,1749.0
6164,collect,1746.0
964342,kbps-NUM,1736.0
2171,cover,1723.0
6625,complet,1699.0
1214,titl,1699.0
103,page,1698.0
42,ca,1675.0
2770,open,1654.0
2207,lead,1653.0
671,cd,1643.0
1219,pretti,1628.0
519,style,1623.0
2741,band,1607.0
3196,ll,1602.0
2642,line,1602.0
2096,problem,1601.0
5263,hit,1575.0
914,earli,1537.0
287,mind,1534.0
964345,NUM-khz,1532.0
1231,job,1527.0
16281,NUM-minut,1524.0
3755,expect,1522.0
5312,kind,1507.0
2549,run,1504.0
279,bring,1503.0
3062,surpris,1501.0
843,product,1494.0
1442,war,1491.0
324,direct,1489.0
1780,sens,1474.0
2828,rock,1470.0
4750,learn,1467.0
2129,understand,1467.0
151,effect,1460.0
2990,act,1459.0
5015,note,1458.0
2606,side,1458.0
200,hand,1444.0
5314,kind-of,1437.0
18,detail,1436.0
8225,the-band,1432.0
12473,human,1426.0
1381,voic,1424.0
1563,case,1419.0
1797,vocal,1416.0
3827,word,1415.0
4384,hear,1413.0
1624,creat,1411.0
2658,leav,1410.0
5636,home,1402.0
3246,singl,1394.0
1324,qualiti,1393.0
393,full,1392.0
5365,easi,1390.0
6200,moment,1385.0
3735,death,1385.0
5333,woman,1384.0
390,offer,1380.0
918,NUMs,1373.0
9680,action,1366.0
1517,experi,1363.0
2205,chapter,1363.0
3853,present,1362.0
12874,minut,1358.0
1729,fall,1357.0
1397,simpli,1355.0
2762,group,1352.0
1871,past,1336.0
12710,entertain,1334.0
3339,buy,1327.0
2633,close,1326.0
3425,heard,1325.0
3569,idea,1325.0
27,view,1323.0
368,heart,1313.0
8394,miss,1311.0
2111,strong,1311.0
5439,kill,1304.0
1038,lyric,1301.0
2147,import,1300.0
10578,care,1300.0
2602,major,1299.0
9160,left,1293.0
4621,deal,1286.0
1542,number,1283.0
3057,artist,1276.0
9656,small,1276.0
2021,state,1275.0
802,continu,1267.0
1318,dvd,1259.0
951,mysteri,1255.0
1348,game,1239.0
512,cast,1233.0
3533,girl,1231.0
9408,the-game,1229.0
1640,top,1225.0
617920,digit-audio,1224.0
2011,special,1210.0
6372,night,1207.0
1068,beat,1201.0
2902,today,1196.0
1082,result,1190.0
21,john,1187.0
616,recent,1186.0
2626,forc,1185.0
4542,question,1184.0
521,fine,1179.0
154,head,1177.0
1771,relationship,1166.0
3263,base,1166.0
7,piec,1163.0
5536,face,1160.0
21932,pick,1159.0
1894,add,1157.0
10,art,1157.0
1831,rest,1155.0
11619,talk,1154.0
223,age,1153.0
3845,develop,1153.0
1204,stand,1147.0
6718,video,1147.0
3383,sing,1146.0
490,success,1145.0
2409,dark,1142.0
1450,general,1141.0
9789,guitar,1140.0
881,pictur,1136.0
5491,light,1135.0
3444,boy,1131.0
5129,amaz,1131.0
4168,role,1130.0
598,emot,1129.0
1913,produc,1125.0
6716,die,1124.0
3019,english,1123.0
1078,guy,1114.0
12650,decid,1110.0
2083,black,1110.0
336,writer,1107.0
595,lack,1107.0
5030,rate,1106.0
5505,return,1102.0
4019,quick,1096.0
2755,hous,1096.0
5846,mix,1089.0
1066,involv,1089.0
1742,talent,1084.0
2693,lost,1083.0
261,polit,1079.0
250,form,1076.0
9006,meet,1076.0
6815,countri,1074.0
149,attempt,1070.0
3634,father,1069.0
7534,eye,1068.0
1832,the-rest,1066.0
2687,men,1058.0
572,modern,1058.0
407,materi,1058.0
3526,inform,1057.0
2091,coupl,1050.0
3197,you-ll,1047.0
10950,order,1042.0
3380,master,1036.0
2681,rememb,1030.0
12829,hold,1029.0
3144,level,1025.0
2555,money,1025.0
4037,focus,1023.0
3540,natur,1018.0
4252,matter,1011.0
1504,remain,1007.0
1700,this-cd,1003.0
1681,issu,999.0
6160,addit,998.0
3185,simpl,998.0
964339,audio-english,996.0
18677,cut,994.0
7754,fill,994.0
3404,pop,983.0
281,basic,983.0
1215,the-titl,983.0
6754,effort,981.0
683,funni,978.0
7591,ago,975.0
3206,disappoint,974.0
4143,mention,973.0
51,mr,971.0
10901,tale,970.0
3449,mother,967.0
3151,stop,967.0
2457,dead,964.0
145,impress,963.0
6398,previous,961.0
2257,critic,960.0
3732,half,955.0
452,actor,954.0
1698,tune,953.0
10781,larg,952.0
2699,touch,951.0
6837,event,950.0
314088,english-NUM,948.0
712,murder,945.0
1706,wrong,944.0
3740,NUMth,939.0
6960,discov,938.0
2564,wait,928.0
2104,realiz,927.0
8871,women,925.0
2648,greatest,925.0
4623,deal-with,925.0
13441,manag,922.0
4658,school,916.0
1833,rest-of,916.0
14446,easi-to,905.0
13225,extrem,905.0
5899,total,901.0
3910,easili,900.0
4639,happi,899.0
18248,fair,895.0
6944,imagin,894.0
2670,save,891.0
6415,edit,890.0
12595,sort,889.0
7062,children,882.0
265,director,882.0
1786,humor,881.0
4816,white,881.0
860,refer,880.0
10276,theme,877.0
1784,sens-of,875.0
963945,bit-rate,870.0
2435,support,870.0
6776,wife,863.0
10705,citi,860.0
1195,stay,855.0
4754,hour,853.0
1921,explain,852.0
4317,disc,849.0
2646,check,847.0
202,subject,844.0
530,section,843.0
3544,uniqu,842.0
2849,futur,842.0
20863,sort-of,840.0
12530,kid,836.0
1052,studi,835.0
2567,stuff,833.0
4191,similar,831.0
2654,wo-nt,829.0
5114,fight,829.0
1403,deep,828.0
3889,felt,828.0
2788,member,826.0
7385,danc,826.0
677,brilliant,826.0
774,solo,825.0
9135,number-of,822.0
4337,absolut,819.0
8993,size,819.0
1829,hero,815.0
1815,fit,813.0
153,attempt-to,813.0
3928,brother,813.0
3744,centuri,810.0
1559,genr,809.0
6325,compar,809.0
3216,sad,808.0
1561,price,807.0
13622,bodi,804.0
5661,french,803.0
7281,type,802.0
